count,mask
0.01,-blunt--genome--egdirb--genome-
0.01,-genome--egdirb--genome--gatc--egdirb--[2]--
0.01,--[7]--egdirb--genome-
0.01,-genome--bridge--gatc--egdirb--genome--blunt--genome-
0.01,--[9]--blunt--genome-
0.01,-genome--tnulb--[2]--
0.01,-genome--blunt--[9]--
0.01,--[5]--blunt--genome-
0.01,-genome--bridge--gatc--egdirb--[11]--
0.01,-genome--bridge--gatc--egdirb--[5]--
0.01,--[2]--bridge--genome-
